category,subdomain,type_hint,growth,posting_trend,posting_volume,openings_ratio,skills_gap,durability,automation_resilience,cross_sector_use,skill,demand,scarcity,future_proof
Design,Design Core,hard,57.017192971674,68.98776855763631,56.33375260129749,46.47798768780964,41.45272792194735,63.69150841340246,58.47706688992334,83.93357514330604,A/B testing,60.5,45.0,65.9
Design,Design Core,hard,95.6952990460909,65.04474995493652,91.22127207657454,95.38994096834588,89.66003282870932,67.86715838273145,56.46404079580435,61.11544550980567,Statistical analysis,85.8,93.7,62.5
Design,Design Core,hard,55.42542666122381,51.44490834346849,72.44398384626909,90.91572523208984,83.70264741852307,73.49419788681537,78.95485822773247,89.18254349763335,Figma,56.8,88.8,78.5
Design,Design Core,hard,49.493259781870144,76.99279641147407,89.58662825310338,84.89744708900258,79.00730391118384,73.42360448510601,54.283129353553825,88.66763611999355,AutoCAD,63.8,83.1,69.8
Design,Design Core,hard,62.623411592824326,84.8461198582147,93.2994373389295,65.18776324854186,60.87211452912048,96.39305331677976,82.68953061297918,58.33017933862288,Adobe Illustrator,73.9,63.9,84.0
Design,Design Core,hard,51.73303346678681,48.46443922136343,89.29112574399436,86.13160108364201,47.60106405468146,90.49901344774396,95.9759090592456,82.20614634406498,UX research,56.4,74.6,90.8
Design,Design Core,hard,63.571598144347654,70.72496246325963,42.859031120567025,45.726389845961386,90.48628921636376,81.8340588140177,72.3822144491509,95.7476154478139,Wireframing,62.6,59.2,81.3
Design,Design Core,hard,67.99190014814674,88.81760396740663,84.56931510891326,55.76315920373559,53.095410191003594,64.35536598084073,57.50804841303339,78.73542124013213,Motion design,76.7,55.0,64.8
Design,Design Core,hard,58.74633414932114,63.46470295425444,42.864420590209,91.4108698720934,58.39676924556946,72.44988833711494,75.3341361461762,94.31054195255996,Electronic health records,57.8,81.5,77.8
Design,Design Core,hard,67.29329834758045,91.3923807231892,65.09893646721389,72.12307308423263,67.22234245053265,50.91653852736558,67.88649544401706,58.972286476337736,Clinical documentation,74.2,70.7,58.5
Design,Design Core,hard,45.208421536759026,84.75354522756442,45.340802732806935,69.14813955555977,77.71005006326365,77.26730562020845,61.95107185454093,75.3990869224488,Medical coding,57.1,71.7,71.5
Design,Design Core,hard,74.43841936865309,83.91925862046662,41.366565026295696,73.57510281278157,52.92170469424068,63.568936452774295,85.1575771352854,74.87798559782371,Patient triage,72.3,67.4,73.4
Design,Design Core,hard,74.77165749279324,82.55961598504092,89.74928217978872,67.60566807244938,71.85144998591194,74.77210341170986,71.6323965666366,83.94381912486324,HIPAA compliance,79.4,68.9,75.5
Design,Design Core,hard,68.97432699004021,69.86398450443357,63.682179081925085,93.01655750446352,76.35932987337486,92.95023860724908,93.99339059178592,62.72002241176685,Project management,68.4,88.0,87.3
Design,Design Core,hard,74.65423174437889,92.82295390475508,85.39998700359234,51.993856230739425,46.3243416279774,71.66378632547713,48.77239718213739,61.79129916421022,Agile / Scrum,81.7,50.3,61.7
Design,Design Core,hard,48.875400649551736,77.49044013735417,82.03616103038931,90.74834807681712,48.03122443597199,85.08987425662161,79.33333878995128,57.00597089828762,Quality assurance,62.4,77.9,77.5
Design,Design Core,hard,91.790140183825,94.1825078293175,48.17526984811518,93.57771057486828,60.70935748529814,73.87577797455313,96.4733156467029,90.78978880466444,Financial modeling,86.0,83.7,85.2
Design,Design Core,hard,53.557701173686596,64.16522180786778,65.93630346826154,62.294923361279814,50.178722638964416,65.60775284854701,82.55184342734165,50.95466347456726,Supply chain management,58.6,58.7,68.6
Design,Design Core,soft,74.36466313384139,64.66565370095131,36.084918849622255,61.90639234624152,72.44420784237693,75.10085193870933,48.3431212147191,98.26907896257086,Communication,65.7,65.1,70.4
Design,Design Core,soft,86.78324197317178,94.41497368423614,41.2867756563699,58.543777889519504,42.05858587553152,88.17087407332673,59.06319707110807,56.34822240597819,Problem solving,82.2,53.6,71.6
Design,Design Core,soft,67.37947160771604,91.0391737062821,84.1387387868769,58.189059754485925,47.76713326501206,95.0394039170768,74.6709361204492,84.32045488078427,Leadership,77.0,55.1,85.8
Design,Design Core,soft,49.74149701588081,43.221484696693,76.29233428091288,66.69116908058186,43.7655329256059,95.97913574296796,77.99085432742109,89.2798009869981,Negotiation,51.8,59.8,88.3
Design,Design Core,soft,49.438353890429454,87.94880363684034,38.997352092467686,89.00152342174616,63.59622309059209,66.61843708694718,73.75933415981783,95.40679491949012,Customer empathy,59.4,81.4,74.9
Design,Design Core,soft,59.19656657390507,47.23658879413841,66.6149015916303,57.16024464252905,45.69147618412276,57.91100548828295,47.619745294895694,59.88664418965651,Critical thinking,56.7,53.7,54.7
Design,Design Core,soft,61.53559741615928,57.0803022812367,80.56989529991367,59.78800257094227,66.00460719281566,58.717094326433504,63.044053150648665,50.88999225743451,Adaptability,63.1,61.7,58.7
Design,Design Core,soft,58.273784078347056,40.8593825774811,78.98482300593882,73.10350552857393,49.85173781767648,73.26327128736895,93.6014276686824,55.20778590632748,Collaboration,56.2,66.1,76.8
Design,Design Core,soft,88.40276743811083,64.2019448039273,64.70009440745693,87.56531059984135,60.440475929202464,74.82761165560312,80.76257025591596,98.13958648032504,Time management,77.6,79.4,81.6
Design,Design Core,soft,63.16334514712615,86.60804642280917,77.40352409877367,77.43482439313576,61.04428085275575,67.03005682760637,47.82820391299869,56.36111047639326,Emotional intelligence,72.3,72.5,58.2
Design,Design Core,soft,48.748309225952326,81.48979509824395,50.33563260618182,53.325572534095166,44.3932133808124,91.22218011068708,90.26796670488292,82.85662159752525,Conflict resolution,58.8,50.6,89.2
Design,Design Core,soft,59.94246396225137,53.56392430357925,52.583509554820125,68.43210011313076,48.191712871118696,71.84540580345327,58.68863948386424,97.12754013476804,Creativity,56.9,62.4,72.3
Design,Design Core,soft,96.54901889115794,70.63610895065887,49.66678963651361,94.24900527299803,56.09649171925354,67.47261193368536,45.055583577135984,68.69970372401653,Decision making,81.7,82.8,59.9
Design,Design Strategy,hard,70.15611225205086,68.15478435707837,47.05880325206193,70.74151761522995,40.25742763820505,62.9442656042812,49.66717668981096,69.57604734415736,Python,66.1,61.6,59.6
Design,Design Strategy,hard,47.20834875763109,41.259672230334424,53.254673613460305,56.87328789613111,70.45033077744493,75.93028786636239,84.02811276967161,82.21963999232096,SQL,46.3,60.9,80.0
Design,Design Strategy,hard,82.94765232171251,89.22907883977385,58.370988263627,61.63287246044382,91.2059124238634,57.3236943030704,82.65610021481493,81.51775303552193,JavaScript,81.1,70.5,71.0
Design,Design Strategy,hard,47.32076753465405,86.77621442109805,88.51654135271068,76.99393834092825,78.160310420802,89.79872686990731,52.243995720998626,75.66410694189734,TypeScript,65.3,77.3,73.8
Design,Design Strategy,hard,71.73166571653942,86.75650523247347,83.28065634492626,87.146865196601,70.37119887392441,93.74865708386989,80.51055921402603,83.97298062966466,React,78.0,82.1,87.2
Design,Design Strategy,hard,57.18685818843439,41.744989472212474,42.985591875219285,63.3960812981078,45.45565649557225,90.95523879019858,74.0434168177886,80.76058831753726,Node.js,50.4,58.0,83.0
Design,Design Strategy,hard,78.19000232343765,78.11719386052596,64.35765889158527,45.16903068352025,81.48027270768434,86.66500314096157,71.1544947228476,76.22479089725877,Docker,76.1,56.1,79.1
Design,Design Strategy,hard,79.94287293313054,43.69881994844051,79.20729971253503,57.861870104597195,43.87139999865702,63.01235288757455,82.92542197804863,60.05565882702224,Kubernetes,69.0,53.7,69.4
Design,Design Strategy,hard,84.21091534529933,94.64116526975516,64.63692673095967,64.51058433885673,64.90852853167254,83.50113157241522,84.88244550251119,80.23172677313424,AWS,84.4,64.6,83.3
Design,Design Strategy,hard,79.06643769524527,44.33842189299684,43.84550437261444,57.95095436445066,78.6472973825791,64.91643976000239,74.52360828920403,50.61099145292203,Git,63.4,64.2,65.4
Design,Design Strategy,hard,48.21503374537301,55.05127488419789,75.32009471931416,80.30144380109284,75.13679815426427,64.25196744303908,71.8598560903092,72.76847981534141,REST API design,54.3,78.8,68.6
Design,Design Strategy,hard,69.71597517773506,46.6361603112878,88.61977557051621,55.161751522834656,90.8625383113654,95.8764627067321,45.91023170246647,72.48957032521626,GraphQL,65.6,65.9,73.7
Design,Design Strategy,hard,88.45457771309302,94.21406209243918,61.96705817906572,58.70151924885262,50.911535439348576,96.33377656784852,55.95685747176311,78.49214601833262,CI/CD,86.2,56.4,78.6
Design,Design Strategy,hard,52.51225592655515,69.34767990306989,92.16442019919468,51.76285871693233,82.65128455196877,74.92847332879026,91.11683229997185,84.46351490090964,Linux,63.5,61.0,82.5
Design,Design Strategy,hard,57.2633309616749,90.27151895362238,64.16843938562893,46.26655455762393,40.18670452682597,74.09310936479135,68.43953562588844,64.79560102248159,Terraform,68.2,44.4,70.3
Design,Design Strategy,hard,52.45748267365696,59.26176819996494,53.96468272249818,87.85178271604732,40.09055185971017,86.78596801739454,88.63376132182401,55.882026032016945,Data visualization,54.7,73.5,81.3
Design,Design Strategy,hard,94.09913957397848,79.92931968462773,89.09399378593616,59.78148090775179,59.35554396643357,69.25206972001412,96.93721030085192,78.86965611386026,Machine learning,89.1,59.7,80.9
Design,Design Strategy,hard,64.11759416794047,63.9709540778157,51.50931515734878,47.46167293423804,45.28891261431657,90.89912375388244,59.85240588350669,95.84390452725296,Deep learning,62.2,46.8,81.0
Design,Design Strategy,hard,58.214209969826385,54.88076883874447,65.65777926844419,54.68230140531335,59.414162820781904,96.85209797292674,90.98186088732322,89.78615110606785,pandas,58.3,56.1,93.4
Design,Design Strategy,hard,78.43747760506129,91.15173769772557,91.4419579002945,73.01063555758614,77.4177742614597,52.4243256877348,83.08232835952992,72.0921607250779,Spark,84.2,74.3,67.1
Design,Design Strategy,hard,84.8914044897582,76.09147978343677,52.172499218095126,47.49782215436672,88.19240642045159,56.23825469886792,69.55357254723508,66.83947978023853,Tableau,77.3,59.7,63.0
Design,Design Strategy,hard,60.781908873873704,81.38582027978998,93.57777058459124,58.2686217853179,74.1117569536759,64.74097826090394,73.9807285277661,69.32402110746042,Power BI,71.9,63.0,68.9
Design,Design Strategy,hard,53.86862079121073,49.05278983868325,47.47235126820421,91.20395542236533,65.84794083699659,60.7812373578274,92.12548829099076,98.82728056760983,A/B testing,51.5,83.6,79.4
Design,Design Strategy,hard,68.84790350983604,47.81737958398444,46.5444257456447,49.62643991343267,57.78167215664277,54.46362264935001,57.43458219730762,62.65952083959105,Statistical analysis,59.2,52.1,57.1
Design,Design Strategy,hard,75.18974034274754,89.68608171585632,79.97945645628073,66.05186459068008,61.52194576549312,75.6842389947939,64.59702231029027,66.57195192466259,Figma,80.3,64.7,70.0
Design,Design Strategy,hard,48.28915445060829,55.54091543078216,93.06111575371558,51.41956388968536,66.17657887577813,80.85171838645103,89.86879015064895,60.5821939001777,AutoCAD,57.2,55.8,80.0
Design,Design Strategy,hard,59.36410669632164,53.91340438675435,58.985428204741346,67.73877801018708,89.60506591368342,91.58550013529218,90.39033128573077,51.06871500041413,Adobe Illustrator,57.7,74.3,83.1
Design,Design Strategy,hard,46.70890514951641,79.73265995656462,88.74179116081413,69.13668216304737,70.53317750596156,50.00875570314941,65.35909697690906,95.41453641265537,UX research,62.9,69.6,64.5
Design,Design Strategy,hard,88.75622793269645,87.90590973359703,93.33446731371453,57.671729437548414,45.67039194433109,57.56454088875162,72.16301156981402,83.4216780240508,Wireframing,89.2,54.1,67.8
Design,Design Strategy,hard,94.89899965186382,80.41717618149673,73.84088717990004,84.00482793628596,63.780902180225965,77.02354482610687,47.05640545540328,88.33263228205544,Motion design,87.4,77.9,68.8
Design,Design Strategy,hard,57.32657193524585,91.5155261315788,73.73034658209457,60.49289534303679,46.654276107077166,62.33790341678562,78.08713706393829,84.23051394841342,Electronic health records,70.0,56.3,72.2
Design,Design Strategy,hard,50.943032259274815,43.93970686807901,66.46620092252215,74.7274396700918,60.18026126597715,60.955568646891955,76.25516665026475,50.51262035471454,Clinical documentation,51.2,70.4,64.2
Design,Design Strategy,hard,60.980628965853334,65.79867511691006,92.53639831380114,77.87335760749855,85.95624950977114,73.28990678330963,57.20794102880445,62.105860832592555,Medical coding,67.2,80.3,65.4
Design,Design Strategy,hard,95.91255418081536,79.4606051175326,53.44386967508885,46.11115658953694,65.91213272520991,83.04869983875193,66.84082535070768,62.60554998490352,Patient triage,84.6,52.1,73.3
Design,Design Strategy,hard,80.36981758839701,91.80900636860883,48.607164394681206,46.73896859203995,57.57868165786025,70.607285453034,80.49346751429607,59.70590227343827,HIPAA compliance,79.0,50.0,71.9
Design,Design Strategy,hard,87.24440350742559,81.39123641944218,65.29270324145219,55.466147938970295,90.43265356437502,65.27407139187305,87.64023371103801,61.30963183038376,Project management,82.2,66.0,72.3
Design,Design Strategy,hard,56.73646909777942,82.58636142166478,52.695971031043555,93.5482710957784,65.77976593170399,59.178347445483006,56.61285520510928,70.43442502326819,Agile / Scrum,63.9,85.2,60.5
Design,Design Strategy,hard,80.26059539608735,93.13063300631136,43.78298323836485,65.06645878234713,51.073351899003185,97.73186554171316,52.37937603592885,52.540186537676085,Quality assurance,78.6,60.9,72.8
Design,Design Strategy,hard,48.18716846970882,62.02601499244533,88.89004441143635,90.06276550907043,78.10163582777,98.87896045959516,93.44296589950436,66.13289523380617,Financial modeling,58.4,86.5,90.4
Design,Design Strategy,hard,54.83214606777442,92.40936688623329,79.77850651783459,46.626578076952576,74.55035291403249,68.55235140112953,64.44194822921685,66.25317699223251,Supply chain management,69.8,55.0,66.7
Design,Design Strategy,soft,53.97082993965413,40.16076055453384,51.78838569556011,62.92480986140177,89.68677128873003,56.06170582395282,95.14210322095347,60.1627192320403,Communication,49.5,71.0,70.6
Design,Design Strategy,soft,63.90134870814383,86.00812257295217,84.32047894773018,67.05491603520343,42.5613814642529,73.19973849199769,64.38114825009934,95.0558145334648,Problem solving,73.6,59.7,74.5
Design,Design Strategy,soft,55.23038793456097,60.39793629415265,88.81960189694212,46.544384808948394,61.361695147280976,89.7794018510357,84.86673612183463,51.9918247118802,Leadership,61.8,51.0,80.5
Design,Design Strategy,soft,46.847282443901015,43.50447682281533,90.20460325271064,58.10781357394169,78.8589138334117,94.02903765943049,62.63161571975546,63.34341847459655,Negotiation,52.3,64.3,76.9
Design,Design Strategy,soft,95.75754908136582,74.55079497725362,50.73034841408038,81.54842306799029,56.45714882060781,63.50588603744572,45.19612402857651,87.02696625279515,Customer empathy,82.6,74.0,61.8
Design,Design Strategy,soft,93.57235899344006,75.50288239868962,91.59500855147785,46.23709195201795,52.161045533251695,73.28426383482656,94.75243783160064,96.74161842496304,Critical thinking,87.9,48.0,85.5
Design,Design Strategy,soft,65.48528380587204,54.05862196652935,60.79628503984224,70.16716603016906,88.26116983458482,58.96402234156842,86.7335528166214,86.1859126527788,Adaptability,61.4,75.6,74.1
Design,Design Strategy,soft,88.60602838308981,83.2773252760891,71.43525387472324,61.71779035719753,56.616536646787985,67.73106359994276,85.67692827416423,53.87172869654264,Collaboration,84.4,60.2,71.2
Design,Design Strategy,soft,55.457524960930094,82.16159755704174,49.838450733314495,48.301384315839755,41.76091340964939,77.07713752751212,61.939434411793975,98.03253277317552,Time management,62.6,46.3,76.0
Design,Design Strategy,soft,91.82415520084452,95.31813445718022,50.89347897079657,49.28821247536982,45.01397408466886,74.42528815145175,81.90810089223136,71.9011920428753,Emotional intelligence,86.7,48.0,76.5
Design,Design Strategy,soft,57.41240383718424,63.34307534852423,72.21845875289853,79.37953955666421,78.89480632547556,91.50236664652684,79.55011155826945,55.937072137056134,Conflict resolution,61.4,79.2,80.2
Design,Design Strategy,soft,89.56617252959268,56.45180022452941,69.01305240437352,64.0215229090816,78.379506241809,59.76031445362039,57.86631457253019,62.0216745476402,Creativity,76.5,68.3,59.5
Design,Design Strategy,soft,53.12607657843654,89.51339789348707,69.69684534739709,61.64323387522257,60.59561897133286,98.62998760529987,71.38087468868535,61.33766627186829,Decision making,66.5,61.3,81.6
Design,Design Operations,hard,87.84747324383818,76.58628691717445,94.45733906493626,50.21895345471126,64.68766347994581,90.13603260609928,88.70893093430587,94.80440213769629,Python,85.5,54.6,90.6
Design,Design Operations,hard,47.13917886819508,56.44593808831267,42.15299772488675,54.66823221463828,90.59418933877424,78.57649451132058,93.36903488566028,68.23961120933876,SQL,49.2,65.4,81.7
Design,Design Operations,hard,90.9047484056743,65.15037603505226,50.59689332917253,84.66659007893901,89.17650833971541,55.1832230555669,75.9996474154645,80.37745101850689,JavaScript,77.1,86.0,67.5
Design,Design Operations,hard,56.535207360871794,60.64767899394727,43.48216908164316,55.40279830987425,53.25551100066507,79.37174509375687,78.88542669658116,59.96864770295055,TypeScript,55.8,54.8,75.3
Design,Design Operations,hard,45.60313134192045,58.32595699208761,75.69918440512237,54.44240008049982,56.234178156052586,59.96698083387213,86.35462073812269,76.85419687399153,React,53.9,55.0,72.6
Design,Design Operations,hard,48.35336716199676,45.67771497791452,58.71780276180495,73.05701813013971,73.23746117776523,54.466477319597146,53.51184455070012,84.07488849228007,Node.js,49.1,73.1,60.1
Design,Design Operations,hard,66.71881283355246,55.86486689297417,53.455745764603634,93.61263068481828,56.24281810788477,77.75948314593023,63.57344923564912,70.40582372168038,Docker,61.5,82.4,71.3
Design,Design Operations,hard,90.80505782837508,95.81073991152884,56.826882501458314,55.05728109871809,77.8576482911305,59.97969137249427,45.305583019379824,94.17989849799704,Kubernetes,87.2,61.9,61.7
Design,Design Operations,hard,67.4590046481608,85.94064054688312,59.37306102117702,90.02473526895852,63.967124254992854,57.96468438482866,45.77138747787595,77.02584495382266,AWS,71.8,82.2,57.5
Design,Design Operations,hard,78.95533467637611,90.94849269253218,40.34186671951316,76.73192434972975,59.2838684792589,74.71869008550493,52.586114958622574,63.881455331511205,Git,76.8,71.5,64.8
Design,Design Operations,hard,72.62142039168343,91.82798823533518,41.52757065761153,70.01599213802328,81.85030795031435,97.37692758761926,55.26176866653557,56.205867372656776,REST API design,73.7,73.6,74.4
Design,Design Operations,hard,94.98301259655771,94.63060864148082,63.9641891335812,47.72210196398109,88.1607262871498,69.00686393848379,92.01948405087094,80.39680541100063,GraphQL,90.2,59.9,79.3
Design,Design Operations,hard,88.7014549540749,48.97546437277025,82.14953431036511,56.32582943643411,61.03319671724672,91.47121757723043,88.11776051367573,58.96531163681996,CI/CD,75.8,57.7,83.8
Design,Design Operations,hard,56.56125448801194,62.38575265227814,66.07355109891841,64.56239504605227,46.398948578330064,62.10588600161614,82.69389991770525,93.9674560758262,Linux,59.7,59.1,75.7
Design,Design Operations,hard,47.178248769378015,71.49122303112715,80.44767529022103,46.944563769271355,83.58662149949778,55.76881975011519,76.17502805365727,76.95254001469516,Terraform,59.5,57.9,67.1
Design,Design Operations,hard,78.23324818341857,57.147992047261894,60.20431189606113,74.71385770076662,62.138471813790694,82.28329268846699,68.23304854472039,71.4792770874458,Data visualization,69.2,70.9,75.2
Design,Design Operations,hard,46.238889852061334,74.65794526952286,64.37009593782118,56.99779709270419,79.70539012674922,88.21876967794852,68.83103012666365,58.79888268348529,Machine learning,57.5,63.8,75.5
Design,Design Operations,hard,70.0805988551538,45.9962600153592,42.70735279854017,66.96054934436043,44.76908348291117,71.6563895397839,71.52838491029277,51.997572749793,Deep learning,58.7,60.3,67.7
Design,Design Operations,hard,78.7311621748236,44.6054975661565,79.00881349163913,84.65944040373017,66.59705010174463,52.65898162015442,71.20405130485526,68.51526885468168,pandas,68.5,79.2,62.3
Design,Design Operations,hard,95.39600289288808,47.62639994508,86.42420667397111,95.80233332008356,78.06838834295107,89.93448297209899,55.07277976605377,98.10467645823248,Spark,79.7,90.5,79.4
Design,Design Operations,hard,71.06910819007251,93.57180015307452,89.96247342004293,53.42068736994886,80.99583915990684,95.59859045472156,48.40684291212168,67.19397253477415,Tableau,80.7,61.7,73.4
Design,Design Operations,hard,85.07752763753906,48.89097716014819,88.79223448643016,59.024622188196865,82.41258603135458,57.03504246066442,71.11533253002945,95.07548278216476,Power BI,74.8,66.0,69.6
Design,Design Operations,hard,56.04113710202315,54.72058917946002,65.3604183662232,61.272953361165634,41.91531895358109,58.922722986115566,53.38392604218224,95.88378428393386,A/B testing,57.0,55.5,64.4
Design,Design Operations,hard,81.02303761522985,90.14313379751955,45.124522652681534,85.02833507568675,45.984092443807555,76.00534040018921,78.0885711061286,67.62917720780962,Statistical analysis,78.4,73.3,75.1
Design,Design Operations,hard,91.26646127560024,71.09008679688975,69.80262116583975,90.00928170011306,45.43965751756461,98.65477580762924,77.74836323069906,69.31856414048548,Figma,82.0,76.6,85.5
Design,Design Operations,hard,87.27654209500335,54.82623068274131,94.42989485067628,74.44538610768294,58.73307199182436,87.46732040485658,67.99864464970275,58.661046878645635,AutoCAD,78.6,69.7,74.9
Design,Design Operations,hard,84.41052019426924,42.70432144848608,84.18945782606606,57.93627752224873,73.24036784641277,98.21870469037094,75.46525690168052,82.52122801460644,Adobe Illustrator,71.9,62.5,87.1
Design,Design Operations,hard,61.57038724311482,40.10029424606791,37.02758918179758,52.617602593001365,72.03470665612917,71.17941086341933,71.65925522843858,93.88158007965268,UX research,51.4,58.4,75.9
Design,Design Operations,hard,51.99723455224118,52.72653986737943,74.18650554668174,46.136765642270774,40.13600565113351,67.39316616120338,50.530857914690785,67.50042592861908,Wireframing,55.5,44.3,61.5
Design,Design Operations,hard,56.88572500572829,72.68109149385003,70.34549644607009,55.41340292005212,72.44433706313765,73.27018876204303,52.00693226407338,95.8929548805478,Motion design,63.6,60.5,70.4
Design,Design Operations,hard,57.91017812860048,48.36153251862357,40.748280166239425,77.54871492370421,85.30685119781323,88.32565057440286,65.90155033917478,62.94775215826657,Electronic health records,52.5,79.9,75.4
Design,Design Operations,hard,45.609289996139104,76.11705236114054,68.73987058967793,62.866967911503735,73.57141323447652,71.74395765730881,93.73217027570524,85.94259633235433,Clinical documentation,58.2,66.1,82.3
Design,Design Operations,hard,58.170341951774475,90.59619432704432,37.6401189244666,72.1078974104411,61.11141366999007,61.64577149451981,48.035717363734406,88.16473963216671,Medical coding,64.8,68.8,62.2
Design,Design Operations,hard,45.65455500386579,70.85168561921115,91.45523646351316,52.25559378469059,50.374949894468635,79.7960655204355,71.36130718644729,81.43692841639356,Patient triage,60.1,51.7,77.2
Design,Design Operations,hard,88.10918265207658,49.77981058120918,53.56294947733008,60.31357447746511,42.521520433509274,93.5782687700614,85.7146573428222,85.05453206883304,HIPAA compliance,71.4,55.0,89.1
Design,Design Operations,hard,45.33651833149353,87.28821868041351,79.71124674927877,68.72854306626623,78.57125721937139,72.17187471385445,56.749317614911085,55.15880282081597,Project management,63.1,71.7,63.4
Design,Design Operations,hard,57.3117244477052,42.173783532551866,55.13096342590775,83.23235713827675,76.14567971995646,91.42133474276682,82.00757982381961,63.03339761612885,Agile / Scrum,52.4,81.1,82.4
Design,Design Operations,hard,74.35075117647237,64.41895245314454,82.30700101730608,71.6854763371235,53.79540475735131,81.45815609022947,95.1873221881483,60.632780992877734,Quality assurance,72.6,66.3,82.1
Design,Design Operations,hard,91.64239568929162,40.85275156428737,50.62211911590509,57.0415739337196,78.68169053304473,96.29019687175848,83.79987018985925,66.01669843051516,Financial modeling,70.3,63.5,85.9
Design,Design Operations,hard,91.64873426855712,58.39900864414075,49.35006516253155,91.28598809576276,72.79619422500767,83.94930505083033,79.59228414117601,97.9716570770848,Supply chain management,75.3,85.7,85.2
Design,Design Operations,soft,69.88312611746376,87.02383099283742,76.85709253238814,88.73366055900124,62.73512847495243,85.50654288722274,74.6577047557194,65.07979088776497,Communication,76.1,80.9,77.6
